chromosome	ID_locus1	ID_locus2	interaction_status	distance
chr6	CDKAL1	chr6_20409980	stable	124527
chr6	BEND3	chr6_107406157	stable	28754
chr6	ZKSCAN8	chr6_28043299	stable	65672
chr6	USP49	chr6_41755425	stable	105418
chr6	ATXN1	chr6_16332451	stable	426754
chr6	RANBP9	chr6_13602004	stable	108151
chr6	CENPW	chr6_126634243	stable	17284
chr6	BTN1A1	chr6_26443741	stable	54096
chr6	snoU13.404	chr6_76539500	stable	26214
chr6	SOX4	chr6_21568235	stable	25321
chr6	KPNA5	chr6_116570795	stable	431095
chr6	KCNQ5-AS1	chr6_73111605	stable	741345
chr6	STK38	chr6_36472619	stable	41854
chr6	MIR3925	chr6_36390506	stable	195669
chr6	HIST1H2BK	chr6_26609866	stable	503581
chr6	RIOK1	chr6_7299521	stable	89885
chr6	OOEP-AS1	chr6_74034648	stable	43398
chr6	BCKDHB	chr6_80691781	stable	124124
chr6	NRN1	chr6_5922717	stable	72863
chr6	ATXN1	chr6_16412983	stable	346222
chr6	MEA1	chr6_42919847	stable	54553
chr6	SLC17A3	chr6_25816442	stable	64903
chr6	BTBD9-AS1	chr6_38399922	stable	48078
chr6	DLL1	chr6_170570994	stable	25259
chr6	MIR4641	chr6_41377748	stable	184411
chr6	RNU4-7P	chr6_150604896	stable	43000
chr6	U1.19	chr6_37847972	stable	35244
chr6	KCNK16	chr6_39140958	stable	145367
chr6	PCMT1	chr6_150043721	stable	26518
chr6	CAP2	chr6_17341312	stable	49756
chr6	LYRM2	chr6_90341807	stable	3850
chr6	EYA4	chr6_133540773	stable	19894
chr6	RNGTT	chr6_89649115	stable	22883
chr6	U6.737	chr6_45894615	stable	91601
chr6	MIR3939	chr6_167336764	stable	70178
chr6	TINAG	chr6_54137021	stable	31200
chr6	BCKDHB	chr6_80788765	stable	27140
chr6	PNISR	chr6_99860563	stable	12061
chr6	ZNF184	chr6_27342874	stable	93929
chr6	RNF217	chr6_125262107	stable	19116
chr6	HIVEP1	chr6_11693962	stable	314430
chr6	CRISP3	chr6_49675049	stable	33096
chr6	KPNA5	chr6_116901737	stable	100153
chr6	MIR4639	chr6_16109754	stable	24784
chr6	BMP6	chr6_7691106	stable	34951
chr6	VGLL2	chr6_117547340	stable	32342
chr6	U6.390	chr6_27499739	stable	51841
chr6	MNF1	chr6_33632385	stable	46724
chr6	U6.390	chr6_27477682	stable	73898
chr6	MIR5683	chr6_6134833	stable	31843
chr6	MIR4639	chr6_16106736	stable	27802
chr6	E2F3	chr6_20290823	stable	110105
chr6	PRSS16	chr6_27164080	stable	49894
chr6	U6.1146	chr6_45581388	stable	30885
chr6	RSPO3	chr6_127390541	stable	46591
chr6	ZDHHC14	chr6_157741808	stable	59100
chr6	CDKN1A	chr6_36613912	stable	25961
chr6	GRM4	chr6_34111339	stable	3531
chr6	BACH2	chr6_90937381	stable	67962
chr6	snoU13.79	chr6_18347438	stable	52005
chr6	ZKSCAN3	chr6_28249342	stable	62872
chr6	SOGA3	chr6_127813608	stable	26748
chr6	FAM50B	chr6_3829611	stable	18093
chr6	MEP1A	chr6_46744167	stable	13661
chr6	TFAP2B	chr6_50745713	stable	39373
chr6	GPR126	chr6_142563980	stable	55919
chr6	STK38	chr6_36453644	stable	60829
chr6	SMPD2	chr6_109692214	stable	63990
chr6	UBR2	chr6_42216841	stable	314243
chr6	TXLNB	chr6_139597001	stable	11328
chr6	SOGA3	chr6_127815748	stable	24608
chr6	PTK7	chr6_42992823	stable	50467
chr6	HACE1	chr6_105300794	stable	5833
chr6	RPL7L1	chr6_42778092	stable	63047
chr6	ARID1B	chr6_157076374	stable	18989
chr6	FBXO30	chr6_146105061	stable	30301
chr6	U6.850	chr6_159144769	stable	193268
chr6	HIST1H3H	chr6_27739455	stable	37169
chr6	RTN4IP1	chr6_107059185	stable	17233
chr6	ZNF184	chr6_27366086	stable	70717
chr6	PRDM1	chr6_106469393	stable	62531
chr6	HIST1H3J	chr6_27786338	stable	71782
chr6	HECA	chr6_139430204	stable	22860
chr6	U6.560	chr6_71853692	stable	29822
chr6	MIR4639	chr6_16119454	stable	15084
chr6	TNFAIP3	chr6_138071342	stable	115513
chr6	BTN2A1	chr6_26448406	stable	7505
chr6	FTSJD2	chr6_37350067	stable	48363
chr6	UBR2	chr6_42492648	stable	38436
chr6	ZC2HC1B	chr6_144110904	stable	73964
chr6	PAQR8	chr6_52176003	stable	45520
chr6	SNORD112.37	chr6_37018844	stable	129139
chr6	RRAGD	chr6_90089297	stable	31180
chr6	MYCT1	chr6_153003124	stable	14856
chr6	ZBTB2	chr6_151639145	stable	70867
chr6	CAPN11	chr6_44041607	stable	77555
chr6	TMEM14A	chr6_52266153	stable	267896
chr6	RNU1-11P	chr6_13203016	stable	8257
chr6	RPL7L1	chr6_42700445	stable	140694
chr6	XPO5	chr6_43489065	stable	53697
chr6	RRAGD	chr6_90079104	stable	41373
chr6	PNRC1	chr6_89674732	stable	114391
chr6	U6.173	chr6_119629992	stable	7936
chr6	BPHL	chr6_3075355	stable	36081
chr6	U6.203	chr6_19629635	stable	2834
chr6	TINAG	chr6_54150967	stable	17254
chr6	SLC2A12	chr6_134261016	stable	110072
chr6	MIR2113	chr6_98419041	stable	45291
chr6	PAK1IP1	chr6_10641024	stable	43182
chr6	MIR2113	chr6_98404609	stable	59723
chr6	FILIP1	chr6_76154408	stable	48861
chr6	RNU4-76P	chr6_121814701	stable	45997
chr6	U6.264	chr6_15294359	stable	30251
chr6	SLC17A5	chr6_74316402	stable	43913
chr6	TAB2	chr6_149514246	stable	25073
chr6	GCNT2	chr6_10464442	stable	24370
chr6	NRN1	chr6_5902255	stable	93325
chr6	SPACA1	chr6_88677483	stable	68947
chr6	OGFRL1	chr6_71907540	stable	87975
chr6	snoU13.368	chr6_34421140	stable	219839
chr6	RSPH3	chr6_159400361	stable	14995
chr6	MIR133B	chr6_51933800	stable	77660
chr6	RAB44	chr6_36627904	stable	59293
chr6	SNORD66.1	chr6_51292733	stable	25607
chr6	SERPINB9	chr6_2833808	stable	66863
chr6	KLHL31	chr6_53362973	stable	167121
chr6	TRNAI6	chr6_27569830	stable	23444
chr6	U1.117	chr6_39572105	stable	14461
chr6	DDO	chr6_110685025	stable	55007
chr6	SMPDL3A	chr6_123072631	stable	36330
chr6	BACH2	chr6_90968955	stable	36388
chr6	ASCC3	chr6_101259961	stable	68167
chr6	HIST1H2BK	chr6_26563905	stable	549542
chr6	MTCH1	chr6_36938886	stable	13501
chr6	DLK2	chr6_43303574	stable	118323
chr6	MRPS18A	chr6_43621848	stable	32883
chr6	U6.737	chr6_45931385	stable	54831
chr6	SERPINB9	chr6_2826254	stable	74417
chr6	HIST1H3J	chr6_27128725	stable	729395
chr6	RPF2	chr6_111140803	stable	152925
chr6	NRN1	chr6_5919614	stable	75966
chr6	POM121L2	chr6_27236304	stable	34379
chr6	ID4	chr6_19815808	stable	21086
chr6	SNORA73.3	chr6_89417051	stable	3813
chr6	DPPA5	chr6_74012199	stable	50767
chr6	U6.949	chr6_54600298	stable	48617
chr6	SIRT5	chr6_13510775	stable	61136
chr6	OGFRL1	chr6_71939252	stable	56263
chr6	RNU4-7P	chr6_150609418	stable	38478
chr6	HIST1H1B	chr6_27733883	stable	100468
chr6	U6.1209	chr6_105198037	stable	10175
chr6	TAAR2	chr6_132941302	stable	3081
chr6	TULP4	chr6_158674035	stable	58515
chr6	FANCE	chr6_35388594	stable	22055
chr6	SPDEF	chr6_34475452	stable	39455
chr6	TULP4	chr6_158668961	stable	63589
chr6	USP49	chr6_41768342	stable	92501
chr6	GUCA1B	chr6_41801746	stable	356874
chr6	RWDD1	chr6_116882665	stable	7372
chr6	SLC17A3	chr6_25793280	stable	88065
chr6	U6.166	chr6_18236906	stable	66526
chr6	KAAG1	chr6_24353279	stable	2896
chr6	RNF182	chr6_13896547	stable	28061
chr6	CLIC5	chr6_45978989	stable	68570
chr6	MYB-AS1	chr6_135483545	stable	30026
chr6	COL9A1	chr6_70963242	stable	45232
chr6	UBR2	chr6_42231167	stable	299917
chr6	RMND1	chr6_151762671	stable	4128
chr6	ROS1	chr6_117746788	stable	225
chr6	snoU13.433	chr6_6879068	stable	159381
chr6	SMOC2	chr6_168799613	stable	35971
chr6	OGFRL1	chr6_71900753	stable	94762
chr6	TMEM14A	chr6_52286638	stable	247411
chr6	GPR116	chr6_46889503	stable	30492
chr6	ICK	chr6_52869221	stable	51283
chr6	CCR6	chr6_167450121	stable	69976
chr6	WISP3	chr6_111998463	stable	375115
chr6	U6.458	chr6_139165667	stable	12710
chr6	SLC17A2	chr6_25926931	stable	1558
chr6	snoU13.152	chr6_150429697	stable	55059
chr6	MIR1913	chr6_166836226	stable	79708
chr6	TRAM2	chr6_52350079	stable	90583
chr6	TMEM14A	chr6_52270306	stable	263743
chr6	MIR4647	chr6_44175621	stable	43851
chr6	PAQR8	chr6_52151155	stable	70368
chr6	U6.203	chr6_19602906	stable	29563
chr6	TRAM2	chr6_52392933	stable	47729
chr6	ELOVL5	chr6_53193724	stable	16483
chr6	CCR6	chr6_167486261	stable	33836
chr6	MIR1275	chr6_33844372	stable	120332
chr6	NQO2	chr6_2795517	stable	192105
chr6	MRAP2	chr6_84709025	stable	27758
chr6	AGPAT4	chr6_161552234	stable	141808
chr6	MIR1275	chr6_33733252	stable	231452
chr6	KHDC1	chr6_73969781	stable	49460
chr6	PKHD1	chr6_51930677	stable	12438
chr6	MIR5683	chr6_6092866	stable	73810
chr6	PTCHD4	chr6_48011538	stable	19958
chr6	snoU13.45	chr6_37165312	stable	48732
chr6	HIVEP2	chr6_143032280	stable	232889
chr6	SDIM1	chr6_166269934	stable	38535
chr6	SMLR1	chr6_131082290	stable	57019
chr6	DLK2	chr6_43282062	stable	139835
chr6	snoU13.169	chr6_134501080	stable	21878
chr6	MIR4464	chr6_90997206	stable	22021
chr6	HINT3	chr6_126099976	stable	170032
chr6	MIR3145	chr6_138693124	stable	57918
chr6	SYNJ2	chr6_158313011	stable	88465
chr6	HIST1H2BK	chr6_26185587	stable	927860
chr6	PBOV1	chr6_138509311	stable	28201
chr6	UNC93A	chr6_167682440	stable	610
chr6	U3.81	chr6_114072749	stable	23098
chr6	DAAM2	chr6_39725095	stable	29000
chr6	POLR1C	chr6_43278988	stable	195243
chr6	MIR3918	chr6_159128942	stable	56153
chr6	SERINC1	chr6_122892536	stable	11770
chr6	RPL7L1	chr6_42658231	stable	182908
chr6	HIST1H3J	chr6_27821134	stable	36986
chr6	HIST1H1B	chr6_27726883	stable	107468
chr6	ZNF184	chr6_27361862	stable	74941
chr6	MIR3925	chr6_36534833	stable	51342
chr6	TNFAIP3	chr6_138064034	stable	122821
chr6	ACAT2	chr6_160102669	stable	78383
chr6	SNX9	chr6_158226893	stable	16680
chr6	TRERF1	chr6_42400002	stable	19194
chr6	ARID1B	chr6_157042410	stable	52953
chr6	U6.648	chr6_117776576	stable	1685
chr6	RSPH3	chr6_159398560	stable	16796
chr6	SLC17A1	chr6_25778654	stable	52766
chr6	U2.51	chr6_28350057	stable	26620
chr6	MIR4464	chr6_90646351	stable	372876
chr6	SIRT5	chr6_13331075	stable	240836
chr6	SNAP91	chr6_84394235	stable	22088
chr6	HIST1H3I	chr6_27786338	stable	51283
chr6	DEFB110	chr6_49954943	stable	31383
chr6	FAXC	chr6_99764149	stable	31645
chr6	U1.51	chr6_11232068	stable	268155
chr6	SBP1	chr6_33618571	stable	36988
chr6	PHACTR2	chr6_143787406	stable	68953
chr6	CLIC5	chr6_45946116	stable	101443
chr6	MIR548U	chr6_57223372	stable	29292
chr6	TMEM14A	chr6_52488669	stable	45380
chr6	ECHDC1	chr6_127638210	stable	25481
chr6	MIR4639	chr6_16118929	stable	15609
chr6	SPATS1	chr6_44248717	stable	61367
chr6	NEDD9	chr6_11287964	stable	94078
chr6	U6.80	chr6_109195019	stable	181066
chr6	F13A1	chr6_6287875	stable	30735
chr6	FYN	chr6_112048176	stable	138127
chr6	U6.870	chr6_108233970	stable	14836
chr6	BAG2	chr6_57007991	stable	26838
chr6	MOXD1	chr6_132679988	stable	34417
chr6	U6.490	chr6_14598541	stable	41865
chr6	BPHL	chr6_3089706	stable	21730
chr6	TCP1	chr6_160101185	stable	107412
chr6	BRPF3	chr6_36138941	stable	24567
chr6	FGD2	chr6_36857780	stable	110778
chr6	TREM1	chr6_41250377	stable	3894
chr6	SERPINB1	chr6_2780672	stable	60230
chr6	TREML1	chr6_41088400	stable	27488
chr6	MYB-AS1	chr6_135367444	stable	146127
chr6	CCND3	chr6_41968990	stable	47115
chr6	CD83	chr6_14111196	stable	785
chr6	TAB2	chr6_149517061	stable	22258
chr6	ICK	chr6_52743877	stable	176627
chr6	IRF4	chr6_257428	stable	133708
chr6	PHACTR2	chr6_143762636	stable	93723
chr6	TMEM14A	chr6_52499238	stable	34811
chr6	U6.459	chr6_120831366	stable	12596
chr6	U6.633	chr6_110991538	stable	337085
chr6	HIST1H3J	chr6_27445135	stable	412985
chr6	GCNT6	chr6_10574464	stable	49615
chr6	SCAF8	chr6_155010413	stable	41939
chr6	SLC2A12	chr6_134245201	stable	125887
chr6	MIR4641	chr6_41423893	stable	138266
chr6	HIST1H2BK	chr6_26025605	stable	1087842
chr6	SOX4	chr6_21553279	stable	40277
chr6	SMOC2	chr6_168804737	stable	30847
chr6	CD109	chr6_74394023	stable	11121
chr6	FAM46A	chr6_81039839	stable	1420344
chr6	CLIC5	chr6_45950046	stable	97513
chr6	SYNJ2	chr6_158310536	stable	90940
chr6	RNASET2	chr6_167336764	stable	30713
chr6	DCBLD1	chr6_117741920	stable	27452
chr6	PIM1	chr6_37087088	stable	49134
chr6	GJA10	chr6_90576475	stable	26769
chr6	ZC2HC1B	chr6_144142042	stable	42826
chr6	PNLDC1	chr6_160150405	stable	66689
chr6	RPL7L1	chr6_42604766	stable	236373
chr6	PTK7	chr6_43002168	stable	41122
chr6	snoU13.312	chr6_151332310	stable	321240
chr6	U6.247	chr6_15261327	stable	50953
chr6	DLK2	chr6_43183372	stable	238525
chr6	NFYA	chr6_41014426	stable	24020
chr6	BAG2	chr6_56982590	stable	52239
chr6	MIR1913	chr6_166878139	stable	37795
chr6	FYN	chr6_112052834	stable	133469
chr6	AIG1	chr6_143355890	stable	24493
chr6	AIG1	chr6_143361019	stable	19364
chr6	PKHD1	chr6_51912579	stable	30536
chr6	VGLL2	chr6_117552550	stable	27132
chr6	GPR116	chr6_46872964	stable	47031
chr6	U6.515	chr6_112494783	stable	18714
chr6	snoU13.368	chr6_34563447	stable	77532
chr6	DLK2	chr6_43296401	stable	125496
chr6	U6.469	chr6_17579201	stable	32951
chr6	MIR4642	chr6_44367762	stable	35333
chr6	SGK1	chr6_134548675	stable	86907
chr6	PRDM13	chr6_100034034	stable	15906
chr6	L3MBTL3	chr6_130271201	stable	57841
chr6	TNFAIP3	chr6_138079192	stable	107663
chr6	TMEM14A	chr6_52261052	stable	272997
chr6	SLC22A16	chr6_110773731	stable	19934
chr6	SLC35A1	chr6_88129740	stable	45329
chr6	DYNLT1	chr6_159006353	stable	57379
chr6	MRPL2	chr6_42992823	stable	31531
chr6	DACT2	chr6_168680591	stable	34564
chr6	POU3F2	chr6_97947850	stable	1330263
chr6	OLIG3	chr6_137724151	stable	87505
chr6	SLC2A12	chr6_134343814	stable	27274
chr6	MAP7	chr6_136834451	stable	34146
chr6	MIR548AJ1	chr6_132402789	stable	32187
chr6	ATXN1	chr6_16532083	stable	227122
chr6	U6.850	chr6_159127857	stable	210180
chr6	BTN2A1	chr6_26336826	stable	119085
chr6	PNPLA1	chr6_36181033	stable	29854
chr6	GLP1R	chr6_38953203	stable	62683
chr6	BTBD9	chr6_38581962	stable	17558
chr6	UST	chr6_148993300	stable	68055
chr6	SIM1	chr6_100854560	stable	58119
chr6	STK38	chr6_36471295	stable	43178
chr6	ANKRD66	chr6_46674125	stable	36172
chr6	HIST1H2AD	chr6_26064493	stable	132393
chr6	ARMC2-AS1	chr6_109173321	stable	71225
chr6	SLC17A3	chr6_25714911	stable	166434
chr6	MYB-AS1	chr6_135321176	stable	192395
chr6	MTCH1	chr6_36732395	stable	219992
chr6	AIRN	chr6_160393691	stable	32442
chr6	RTN4IP1	chr6_107032824	stable	43594
chr6	PHACTR2	chr6_143813147	stable	43212
chr6	TMEM14A	chr6_52474654	stable	59395
chr6	HINT3	chr6_126113524	stable	156484
chr6	LYRM4	chr6_5220244	stable	40080
chr6	QKI	chr6_163758949	stable	74416
chr6	GRIK2	chr6_101820298	stable	23281
chr6	DNPH1	chr6_43115066	stable	80227
chr6	snoU13.344	chr6_111920923	stable	30615
chr6	RPF2	chr6_111197829	stable	95899
chr6	FKBP5	chr6_35625514	stable	69320
chr6	TCTE3	chr6_170125639	stable	22616
chr6	IL17A	chr6_51991294	stable	58213
chr6	HINT3	chr6_126149596	stable	120412
chr6	FGD2	chr6_36831899	stable	136659
chr6	PTPRK	chr6_128815589	stable	25614
chr6	EFHC1	chr6_52261052	stable	19026
chr6	EPM2A	chr6_146036743	stable	13095
chr6	GPR126	chr6_142557111	stable	62788
chr6	MIR548A2	chr6_135536258	stable	23909
chr6	SNORD50A	chr6_86301762	stable	82921
chr6	HIST1H4C	chr6_26022603	stable	74958
chr6	U6.80	chr6_109233587	stable	142498
chr6	RWDD2A	chr6_83771357	stable	118990
chr6	DEK	chr6_18236906	stable	21766
chr6	ARMC2-AS1	chr6_109154550	stable	89996
chr6	RNASET2	chr6_167190539	stable	176938
chr6	SLC17A1	chr6_25783524	stable	47896
chr6	SGK1	chr6_134593958	stable	41624
chr6	TCTE3	chr6_170083147	stable	65108
chr6	DLK2	chr6_43230171	stable	191726
chr6	RNU7	chr6_27128725	stable	736199
chr6	SLC17A5	chr6_74281647	stable	78668
chr6	CDKAL1	chr6_20277141	stable	257366
chr6	ENPP5	chr6_46090959	stable	47076
chr6	HIST1H2AD	chr6_26063774	stable	133112
chr6	WISP3	chr6_112010433	stable	363145
chr6	PHF3	chr6_64294283	stable	50404
chr6	BAG2	chr6_56946143	stable	88686
chr6	SLC17A1	chr6_25775743	stable	55677
chr6	U1.18	chr6_47764234	stable	26761
chr6	snoU13.340	chr6_101395316	stable	6805
chr6	STK38	chr6_36382210	stable	132263
chr6	PRIM2	chr6_57131998	stable	46588
chr6	ZNF322	chr6_26623037	stable	34093
chr6	RBM24	chr6_17217757	stable	60299
chr6	HACE1	chr6_105286520	stable	20107
chr6	MARCKS	chr6_114159147	stable	18246
chr6	RNF8	chr6_37252662	stable	57872
chr6	VNN3	chr6_133001559	stable	54123
chr6	ENPP4	chr6_46060770	stable	36570
chr6	IRF4	chr6_307411	stable	83725
chr6	UBE3D	chr6_83749247	stable	25969
chr6	MAP7	chr6_136827634	stable	40963
chr6	TMEM14A	chr6_52128924	stable	405125
chr6	FYN	chr6_112111917	stable	74386
chr6	PERP	chr6_138018460	stable	405187
chr6	QKI	chr6_163787125	stable	46240
chr6	FBXO9	chr6_52867954	stable	46376
chr6	HIVEP1	chr6_11917569	stable	90823
chr6	MED23	chr6_131943353	stable	4862
chr6	GRM1	chr6_146315049	stable	33000
chr6	HIST1H2BH	chr6_26205859	stable	45521
chr6	ARMC2-AS1	chr6_109195426	stable	49120
chr6	SGK1	chr6_134551060	stable	84522
chr6	CDKN1A	chr6_36382210	stable	257663
chr6	RTN4IP1	chr6_107010202	stable	66216
chr6	MAP3K4	chr6_161385674	stable	20780
chr6	CCR6	chr6_167450959	stable	69138
chr6	GUCA1A	chr6_41745685	stable	372771
chr6	MAPK14	chr6_35978826	stable	15564
chr6	KLHL31	chr6_53377475	stable	152619
chr6	PHF10	chr6_170109141	stable	14543
chr6	MAS1	chr6_160254843	stable	57688
chr6	NHLRC1	chr6_18083405	stable	38807
chr6	U6.610	chr6_148570652	stable	25162
chr6	HIST1H3I	chr6_27767917	stable	69704
chr6	snoU13.433	chr6_6973755	stable	64694
chr6	U6.921	chr6_16162317	stable	37602
chr6	NEDD9	chr6_11183965	stable	198077
chr6	SLC35B2	chr6_44067666	stable	156536
chr6	KIF25	chr6_168368671	stable	27322
chr6	MIR3145	chr6_138698519	stable	52523
chr6	SNORA73.3	chr6_89396254	stable	24610
chr6	MIR1275	chr6_33785415	stable	179289
chr6	SPDEF	chr6_34470827	stable	44080
chr6	GCNT6	chr6_10579207	stable	44872
chr6	MAK	chr6_10820507	stable	17098
chr6	FUCA2	chr6_143804112	stable	27070
chr6	U6.80	chr6_109318397	stable	57688
chr6	U1.19	chr6_37871296	stable	11920
chr6	MYB-AS1	chr6_135329508	stable	184063
chr6	MYB-AS1	chr6_135377156	stable	136415
chr6	ADTRP	chr6_11763661	stable	40919
chr6	LINC00336	chr6_33471416	stable	83585
chr6	FILIP1	chr6_76012913	stable	190356
chr6	ZKSCAN3	chr6_28206483	stable	105731
chr6	PERP	chr6_138401346	stable	22301
chr6	SCML4	chr6_108096504	stable	46153
chr6	ARMC2-AS1	chr6_109226327	stable	18219
chr6	TRMT11	chr6_125633063	stable	671503
chr6	U6.80	chr6_109261327	stable	114758
chr6	PRDM1	chr6_106479593	stable	52331
chr6	ARHGAP18	chr6_129962938	stable	63480
chr6	ABRACL	chr6_139293559	stable	54613
chr6	PSMB1	chr6_170157438	stable	699424
chr6	SLC22A3	chr6_160740393	stable	22791
chr6	RPL7L1	chr6_42721177	stable	119962
chr6	snoU13.223	chr6_90472226	stable	58030
chr6	MAP3K5	chr6_137047997	stable	59551
chr6	POM121L2	chr6_27202585	stable	68098
chr6	OLIG3	chr6_137774660	stable	36996
chr6	POM121L2	chr6_27222397	stable	48286
chr6	PIM1	chr6_37050916	stable	85306
chr6	STK38	chr6_36402900	stable	111573
chr6	ELOVL4	chr6_80632378	stable	22705
chr6	HINT3	chr6_126237654	stable	32354
chr6	ZSCAN9	chr6_28156062	stable	36500
chr6	RPL7L1	chr6_42780970	stable	60169
chr6	GFOD1-AS1	chr6_13376257	stable	109447
chr6	BACH2	chr6_90792704	stable	212639
chr6	CRISP3	chr6_49672031	stable	36114
chr6	KATNA1	chr6_149935768	stable	32460
chr6	PHACTR2	chr6_143808897	stable	47462
chr6	PGBD1	chr6_28243999	stable	640
chr6	GCNT6	chr6_10542247	stable	81832
chr6	CCR6	chr6_167419167	stable	100930
chr6	CCDC167	chr6_37401808	stable	65300
chr6	KHDC1	chr6_73974109	stable	45132
chr6	KPNA5	chr6_116900799	stable	101091
chr6	HINT3	chr6_126135772	stable	134236
chr6	MIR1913	chr6_166856496	stable	59438
chr6	CCND3	chr6_41876472	stable	139633
chr6	FGD2	chr6_36732395	stable	236163
chr6	MIR4641	chr6_41440273	stable	121886
chr6	FAM50B	chr6_3823824	stable	23880
chr6	SCGN	chr6_25635259	stable	15213
chr6	EDN1	chr6_11646923	stable	640718
chr6	EEF1A1	chr6_74226761	stable	1451
chr6	SCML4	chr6_108079526	stable	63131
chr6	IRAK1BP1	chr6_79541425	stable	32284
chr6	SMPDL3A	chr6_123043790	stable	65171
chr6	BAI3	chr6_69320689	stable	20939
chr6	RAB23	chr6_57055029	stable	18740
chr6	GOPC	chr6_117900530	stable	22790
chr6	PRSS35	chr6_84186136	stable	35410
chr6	U6.341	chr6_107153091	stable	31879
chr6	U6.1069	chr6_106748072	stable	751
chr6	SCML4	chr6_108085359	stable	57298
chr6	U6.1126	chr6_158304915	stable	46760
chr6	U6.393	chr6_166081691	stable	46245
chr6	UBR2	chr6_42358225	stable	172859
chr6	MYLIP	chr6_16097974	stable	29643
chr6	snoU13.169	chr6_134510493	stable	12465
chr6	BCKDHB	chr6_80719628	stable	96277
chr6	snoU13.88	chr6_109525435	stable	81607
chr6	SERPINB6	chr6_2934325	stable	27101
chr6	U6.515	chr6_112487839	stable	25658
chr6	OFCC1	chr6_10177521	stable	33157
chr6	U6.1146	chr6_45438727	stable	173546
chr6	LGSN	chr6_64004658	stable	24814
chr6	AGPAT4	chr6_161529345	stable	164697
chr6	KLHL31	chr6_53512035	stable	18059
chr6	snoU13.152	chr6_150402250	stable	82506
chr6	GINM1	chr6_149858903	stable	26508
chr6	DLK2	chr6_43162894	stable	259003
chr6	MAP3K5	chr6_137032304	stable	75244
chr6	GRIK2	chr6_101812876	stable	30703
chr6	MIR4641	chr6_41424359	stable	137800
chr6	TMEM14A	chr6_52269784	stable	264265
chr6	MIR4641	chr6_41484870	stable	77289
chr6	MYLIP	chr6_16089529	stable	38088
chr6	MIR3692	chr6_157874315	stable	72752
chr6	MIR3691	chr6_5115094	stable	32295
chr6	SLC17A3	chr6_25792909	stable	88436
chr6	IRF4	chr6_306084	stable	85052
chr6	NRSN1	chr6_24120099	stable	6073
chr6	OSTM1	chr6_108424519	stable	59120
chr6	IL17F	chr6_52052612	stable	54825
chr6	TREML1	chr6_41073064	stable	42824
chr6	MIR2113	chr6_98412901	stable	51431
chr6	Z97352.1	chr6_129962938	stable	103526
chr6	NUS1	chr6_117867048	stable	126288
chr6	BTBD9	chr6_38577736	stable	21784
chr6	FANCE	chr6_35345194	stable	65455
chr6	KCNK17	chr6_38843503	stable	423645
chr6	RPS12	chr6_133074469	stable	56670
chr6	HIST1H3E	chr6_26196727	stable	26529
chr6	PBOV1	chr6_138518274	stable	19238
chr6	MIR4641	chr6_41359298	stable	202861
chr6	IRF4	chr6_246332	stable	144804
chr6	RNF8	chr6_37237029	stable	73505
chr6	ZC2HC1B	chr6_144150323	stable	34545
chr6	U3.46	chr6_71823874	stable	12299
chr6	ANKRD6	chr6_90122892	stable	19207
chr6	DLK2	chr6_43381484	stable	40413
chr6	NHSL1	chr6_138934456	stable	65756
chr6	SNORD112.37	chr6_36978523	stable	169460
chr6	MIR1275	chr6_33827128	stable	137576
chr6	SNORD112.46	chr6_78630006	stable	13795
chr6	MIR3925	chr6_36485648	stable	100527
chr6	SUPT3H	chr6_44900122	stable	438843
chr6	SNORA8.4	chr6_38765259	stable	14855
chr6	snoU13.45	chr6_37173073	stable	40971
chr6	MIR3918	chr6_159158166	stable	26929
chr6	ATXN1	chr6_16489020	stable	270185
chr6	GUCA1A	chr6_41849664	stable	268792
chr6	MAP3K4	chr6_161371963	stable	34491
chr6	ARMC2-AS1	chr6_108851009	stable	393537
chr6	ZKSCAN4	chr6_28121633	stable	98650
chr6	GUCA1B	chr6_42084744	stable	73876
chr6	IRF4	chr6_236656	stable	154480
chr6	U6.247	chr6_15292554	stable	19726
chr6	MIR4641	chr6_41488926	stable	73233
chr6	HEY2	chr6_126035425	stable	31311
chr6	NRN1	chr6_5929554	stable	66026
chr6	Z99129.1	chr6_122834455	stable	38824
chr6	USP49	chr6_41809093	stable	51750
chr6	REV3L	chr6_111754098	stable	48160
chr6	MIR3918	chr6_159127857	stable	57238
chr6	ZSCAN9	chr6_28173659	stable	18903
chr6	CYP39A1	chr6_46597956	stable	20661
chr6	LINC00336	chr6_33510705	stable	44296
chr6	SDIM1	chr6_166265114	stable	43355
chr6	ZKSCAN4	chr6_28116859	stable	103424
chr6	RPF2	chr6_110971369	stable	322359
chr6	ARMC2-AS1	chr6_109172145	stable	72401
chr6	FBXO9	chr6_52886857	stable	27473
chr6	MIR3145	chr6_138438150	stable	312892
chr6	AARS2	chr6_44215575	stable	63875
chr6	ZNF184	chr6_27397650	stable	39153
chr6	APOBEC2	chr6_40964272	stable	50529
chr6	ZKSCAN4	chr6_28165231	stable	55052
chr6	ANKRD66	chr6_46654403	stable	55894
chr6	MIR5683	chr6_6130772	stable	35904
chr6	MIR4641	chr6_41443362	stable	118797
chr6	RPF2	chr6_111004826	stable	288902
chr6	MIR3925	chr6_36483742	stable	102433
chr6	CD164	chr6_109651593	stable	47334
chr6	ZC2HC1B	chr6_144149548	stable	35320
chr6	GTPBP2	chr6_43491598	stable	98643
